Date,URM,LRM,Distance,Year,month,dom
10/8/2016,156,152.5,3.5,2016,10,8
10/8/2016,160.5,157,3.5,2016,10,8
10/9/2016,81,74,7,2016,10,9
10/9/2016,156,152.5,3.5,2016,10,9
10/9/2016,158.5,157,1.5,2016,10,9
7/12/2016,80.5,74,6.5,2016,7,12
7/13/2016,82,74,8,2016,7,13
7/14/2016,83,74,9,2016,7,14
7/15/2016,86,74,12,2016,7,15
7/16/2016,88,74,14,2016,7,16
7/17/2016,90,74,16,2016,7,17
7/18/2016,91,74,17,2016,7,18
7/19/2016,91,74,17,2016,7,19
7/20/2016,92,74,18,2016,7,20
7/21/2016,90,74,16,2016,7,21
7/22/2016,90,74,16,2016,7,22
7/23/2016,90,74,16,2016,7,23
7/24/2016,90,74,16,2016,7,24
7/25/2016,90,74,16,2016,7,25
7/26/2016,90,74,16,2016,7,26
7/27/2016,92,74,18,2016,7,27
7/28/2016,92,74,18,2016,7,28
7/29/2016,92,74,18,2016,7,29
7/30/2016,91.5,74,17.5,2016,7,30
7/31/2016,91.5,74,17.5,2016,7,31
8/1/2016,94,74,20,2016,8,1
8/2/2016,83,74,9,2016,8,2
8/3/2016,80,74,6,2016,8,3
8/31/2016,153.5,153,0.5,2016,8,31
8/4/2016,80,74,6,2016,8,4
8/5/2016,80,74,6,2016,8,5
9/1/2016,154.5,154.5,0,2016,9,1
9/10/2016,83,74,9,2016,9,10
9/10/2016,156,152,4,2016,9,10
9/10/2016,158.5,157,1.5,2016,9,10
9/11/2016,84,74,10,2016,9,11
9/11/2016,156,152,4,2016,9,11
9/11/2016,159,157,2,2016,9,11
9/12/2016,81.5,74,7.5,2016,9,12
9/12/2016,154,152,2,2016,9,12
9/13/2016,81,74,7,2016,9,13
9/14/2016,82.5,74,8.5,2016,9,14
9/14/2016,156.5,152,4.5,2016,9,14
9/15/2016,81.5,74,7.5,2016,9,15
9/15/2016,156,152,4,2016,9,15
9/15/2016,158,157,1,2016,9,15
9/16/2016,81.5,74,7.5,2016,9,16
9/16/2016,156,152,4,2016,9,16
9/16/2016,159,157,2,2016,9,16
9/17/2016,81.5,74,7.5,2016,9,17
9/17/2016,156,152,4,2016,9,17
9/17/2016,158.5,157,1.5,2016,9,17
9/18/2016,80,74,6,2016,9,18
9/18/2016,156,152,4,2016,9,18
9/18/2016,158.5,157,1.5,2016,9,18
9/19/2016,82,74,8,2016,9,19
9/19/2016,156,152.5,3.5,2016,9,19
9/19/2016,161,157,4,2016,9,19
9/2/2016,156,152.5,3.5,2016,9,2
9/20/2016,82,74,8,2016,9,20
9/20/2016,156,151.5,4.5,2016,9,20
9/20/2016,161,157,4,2016,9,20
9/21/2016,82,74,8,2016,9,21
9/21/2016,156,151.5,4.5,2016,9,21
9/21/2016,161,157,4,2016,9,21
9/22/2016,82,74,8,2016,9,22
9/22/2016,156,151,5,2016,9,22
9/22/2016,161.5,157,4.5,2016,9,22
9/23/2016,82,74,8,2016,9,23
9/23/2016,156,151.5,4.5,2016,9,23
9/23/2016,161.5,157,4.5,2016,9,23
9/24/2016,84,74,10,2016,9,24
9/24/2016,156,152.5,3.5,2016,9,24
9/24/2016,161,157,4,2016,9,24
9/25/2016,87.5,74,13.5,2016,9,25
9/25/2016,156,152.5,3.5,2016,9,25
9/25/2016,161,157,4,2016,9,25
9/26/2016,87,74,13,2016,9,26
9/26/2016,156,152.5,3.5,2016,9,26
9/26/2016,161,157,4,2016,9,26
9/3/2016,157,152.5,4.5,2016,9,3
9/30/2016,78.5,74,4.5,2016,9,30
9/4/2016,156.5,152.5,4,2016,9,4
9/5/2016,157,152.5,4.5,2016,9,5
9/6/2016,85,74,11,2016,9,6
9/6/2016,157.5,152.5,5,2016,9,6
9/7/2016,82,74,8,2016,9,7
9/7/2016,155.5,152.5,3,2016,9,7
9/8/2016,155,152.5,2.5,2016,9,8
9/9/2016,83,74,9,2016,9,9
9/9/2016,156,152,4,2016,9,9
9/9/2016,157.5,157,0.5,2016,9,9
7/10/2017,81.5,79.2,2.3,2017,7,10
7/11/2017,83.2,79.2,4.1,2017,7,11
7/12/2017,83.5,76.4,7.2,2017,7,12
7/13/2017,85,77.2,7.9,2017,7,13
7/14/2017,85.5,76.2,9.3,2017,7,14
7/15/2017,85.8,76.2,9.6,2017,7,15
7/16/2017,85.1,76.2,8.9,2017,7,16
7/17/2017,87.8,76.2,11.6,2017,7,17
7/18/2017,88.9,76.2,12.7,2017,7,18
7/19/2017,88.7,76.2,12.6,2017,7,19
7/20/2017,88.9,76.2,12.8,2017,7,20
7/21/2017,88.8,76.2,12.6,2017,7,21
7/22/2017,88.6,76.2,12.5,2017,7,22
7/23/2017,83.2,76.2,7.1,2017,7,23
7/24/2017,84.9,76.2,8.7,2017,7,24
7/25/2017,86.3,73.9,12.5,2017,7,25
7/26/2017,87.9,73.9,14,2017,7,26
7/27/2017,87.2,73.9,13.3,2017,7,27
7/28/2017,89,73.9,15.2,2017,7,28
7/29/2017,89.6,73.9,15.7,2017,7,29
7/30/2017,81.9,73.9,8,2017,7,30
7/31/2017,75.6,73.9,1.8,2017,7,31
7/9/2017,80.6,79.2,1.4,2017,7,9
8/20/2017,82,79.1,2.9,2017,8,20
8/21/2017,82.1,73.8,8.3,2017,8,21
8/22/2017,80.4,73.8,6.6,2017,8,22
8/23/2017,83.3,73.8,9.4,2017,8,23
8/24/2017,75.2,73.8,1.4,2017,8,24
8/25/2017,78.8,73.8,5,2017,8,25
8/26/2017,79.9,73.8,6,2017,8,26
8/27/2017,82,73.8,8.2,2017,8,27
8/28/2017,82.8,73.8,9,2017,8,28
8/29/2017,80.4,73.8,6.6,2017,8,29
8/30/2017,77.1,73.8,3.3,2017,8,30
8/31/2017,80.4,73.8,6.5,2017,8,31
9/1/2017,80.5,73.8,6.7,2017,9,1
9/10/2017,91.7,73.8,17.8,2017,9,10
9/10/2017,153.8,152.5,1.3,2017,9,10
9/11/2017,94.1,73.8,20.3,2017,9,11
9/11/2017,154.2,152.4,1.8,2017,9,11
9/12/2017,95.1,73.8,21.2,2017,9,12
9/12/2017,154.1,152.5,1.6,2017,9,12
9/13/2017,95.1,73.8,21.3,2017,9,13
9/13/2017,153.8,152.5,1.3,2017,9,13
9/14/2017,94.5,73.8,20.7,2017,9,14
9/15/2017,94.5,73.8,20.7,2017,9,15
9/16/2017,94.2,73.8,20.4,2017,9,16
9/16/2017,153.5,152.7,0.8,2017,9,16
9/17/2017,93.8,73.8,19.9,2017,9,17
9/18/2017,93.5,73.8,19.7,2017,9,18
9/19/2017,93.3,73.8,19.5,2017,9,19
9/2/2017,79.9,73.8,6,2017,9,2
9/20/2017,93.2,73.8,19.4,2017,9,20
9/21/2017,93.4,73.8,19.6,2017,9,21
9/21/2017,153.5,152.7,0.8,2017,9,21
9/22/2017,92.8,73.8,19,2017,9,22
9/22/2017,153.7,152.6,1.1,2017,9,22
9/23/2017,92.7,73.8,18.9,2017,9,23
9/24/2017,92.7,73.8,18.9,2017,9,24
9/25/2017,92.6,73.8,18.8,2017,9,25
9/26/2017,92.5,73.8,18.7,2017,9,26
9/27/2017,92.3,73.8,18.5,2017,9,27
9/28/2017,86.1,73.8,12.3,2017,9,28
9/3/2017,81.5,73.8,7.7,2017,9,3
9/3/2017,154.1,152.7,1.4,2017,9,3
9/4/2017,81.6,73.8,7.8,2017,9,4
9/4/2017,154,152.7,1.3,2017,9,4
9/5/2017,81.2,73.8,7.4,2017,9,5
9/5/2017,154.3,152.6,1.7,2017,9,5
9/6/2017,81.3,73.8,7.5,2017,9,6
9/6/2017,154.1,152.5,1.6,2017,9,6
9/7/2017,84.8,73.8,11,2017,9,7
9/7/2017,154.4,152.3,2.1,2017,9,7
9/8/2017,86,73.8,12.1,2017,9,8
9/8/2017,154.3,152,2.3,2017,9,8
9/9/2017,89.3,73.8,15.5,2017,9,9
9/9/2017,154.4,152.5,1.9,2017,9,9
10/1/2018,156.9,152.4,4.42,2018,10,1
10/1/2018,86.7,73.9,12.85,2018,10,1
10/10/2018,154.9,152.4,2.41,2018,10,10
10/10/2018,80.6,73.9,6.72,2018,10,10
10/11/2018,155.3,152.5,2.8,2018,10,11
10/11/2018,78.3,73.9,4.42,2018,10,11
10/12/2018,155.3,152.5,2.83,2018,10,12
10/12/2018,77.5,73.9,3.68,2018,10,12
10/13/2018,156.3,151.7,4.56,2018,10,13
10/13/2018,82.6,73.9,8.72,2018,10,13
10/14/2018,155.6,152.6,2.98,2018,10,14
10/14/2018,81.2,73.9,7.38,2018,10,14
10/15/2018,154.6,152.6,1.98,2018,10,15
10/15/2018,81.3,73.9,7.45,2018,10,15
10/16/2018,155.3,152.6,2.67,2018,10,16
10/16/2018,82.5,73.9,8.64,2018,10,16
10/17/2018,81.4,73.9,7.55,2018,10,17
10/18/2018,78.4,73.9,4.56,2018,10,18
10/19/2018,77.2,73.9,3.33,2018,10,19
10/2/2018,156.7,152.4,4.22,2018,10,2
10/2/2018,86.6,73.9,12.75,2018,10,2
10/3/2018,156.7,152.4,4.22,2018,10,3
10/3/2018,79.5,73.9,5.69,2018,10,3
10/4/2018,156.4,152.4,3.99,2018,10,4
10/4/2018,84.8,73.9,10.93,2018,10,4
10/5/2018,155.1,152.4,2.66,2018,10,5
10/5/2018,87.3,73.9,13.4,2018,10,5
10/6/2018,155.1,152.4,2.69,2018,10,6
10/6/2018,87.6,73.9,13.78,2018,10,6
10/7/2018,155.1,152.4,2.64,2018,10,7
10/7/2018,88.2,73.9,14.38,2018,10,7
10/8/2018,155.1,152.4,2.66,2018,10,8
10/8/2018,83.1,73.9,9.28,2018,10,8
10/9/2018,154.9,152.4,2.42,2018,10,9
10/9/2018,82.3,73.9,8.49,2018,10,9
4/1/2018,74.5,74,0.48,2018,4,1
4/10/2018,88,74,14.07,2018,4,10
4/11/2018,88.2,74,14.27,2018,4,11
4/12/2018,88.8,74,14.78,2018,4,12
4/13/2018,89.1,74,15.14,2018,4,13
4/14/2018,89.1,74,15.09,2018,4,14
4/15/2018,88.5,74,14.56,2018,4,15
4/16/2018,88.8,74,14.79,2018,4,16
4/17/2018,88.8,74,14.86,2018,4,17
4/18/2018,89.1,74,15.1,2018,4,18
4/19/2018,89,74,14.98,2018,4,19
4/2/2018,76.3,74,2.3,2018,4,2
4/20/2018,89.6,74,15.58,2018,4,20
4/21/2018,89.3,74,15.28,2018,4,21
4/22/2018,89.2,74,15.27,2018,4,22
4/23/2018,89.1,74,15.17,2018,4,23
4/24/2018,88.8,74,14.86,2018,4,24
4/25/2018,89.6,74,15.63,2018,4,25
4/26/2018,89.7,74,15.74,2018,4,26
4/27/2018,90.8,74,16.82,2018,4,27
4/28/2018,91.5,74,17.5,2018,4,28
4/29/2018,92.1,74,18.17,2018,4,29
4/3/2018,77.4,74,3.46,2018,4,3
4/30/2018,92.9,74,18.9,2018,4,30
4/4/2018,81.8,74,7.82,2018,4,4
4/5/2018,83.1,74,9.16,2018,4,5
4/6/2018,83.1,74,9.16,2018,4,6
4/7/2018,83.9,74,9.9,2018,4,7
4/8/2018,85.8,74,11.83,2018,4,8
4/9/2018,86.9,74,12.96,2018,4,9
5/1/2018,93,74,18.98,2018,5,1
5/10/2018,93.5,74,19.56,2018,5,10
5/11/2018,93.7,74,19.73,2018,5,11
5/12/2018,93.8,74,19.88,2018,5,12
5/13/2018,94,74,20.03,2018,5,13
5/14/2018,94,74,19.98,2018,5,14
5/15/2018,93.9,74,19.94,2018,5,15
5/16/2018,94,74,20.04,2018,5,16
5/17/2018,94.3,74,20.3,2018,5,17
5/18/2018,94.5,74,20.48,2018,5,18
5/19/2018,94.3,74,20.31,2018,5,19
5/2/2018,93.2,74,19.19,2018,5,2
5/20/2018,94.4,74,20.4,2018,5,20
5/21/2018,94.5,74,20.52,2018,5,21
5/22/2018,87.6,74,13.59,2018,5,22
5/23/2018,92.2,74,18.2,2018,5,23
5/24/2018,93,74,19.08,2018,5,24
5/25/2018,93,74,19.08,2018,5,25
5/26/2018,92.6,74,18.64,2018,5,26
5/27/2018,92.1,74,18.16,2018,5,27
5/28/2018,92.1,74,18.14,2018,5,28
5/29/2018,92.7,74,18.71,2018,5,29
5/3/2018,93.1,74,19.15,2018,5,3
5/30/2018,92.5,74,18.58,2018,5,30
5/31/2018,154.6,153.5,1.1,2018,5,31
5/31/2018,92.3,74,18.33,2018,5,31
5/4/2018,92.9,74,18.95,2018,5,4
5/5/2018,93.1,74,19.09,2018,5,5
5/6/2018,93.1,74,19.11,2018,5,6
5/7/2018,93.1,74,19.17,2018,5,7
5/8/2018,93.2,74,19.18,2018,5,8
5/9/2018,93.3,74,19.33,2018,5,9
6/1/2018,154.6,152.3,2.32,2018,6,1
6/1/2018,92.8,74,18.88,2018,6,1
6/10/2018,152,152,0.03,2018,6,10
6/10/2018,94.3,74,20.31,2018,6,10
6/11/2018,94,74,20.05,2018,6,11
6/12/2018,94,74,20,2018,6,12
6/13/2018,154.2,152.8,1.4,2018,6,13
6/13/2018,93.9,74,19.96,2018,6,13
6/14/2018,154.8,152.3,2.53,2018,6,14
6/14/2018,93.9,74,19.94,2018,6,14
6/15/2018,155,152.4,2.55,2018,6,15
6/15/2018,93.8,74,19.88,2018,6,15
6/16/2018,154.8,152.4,2.4,2018,6,16
6/16/2018,93.8,74,19.83,2018,6,16
6/17/2018,153.6,152.4,1.15,2018,6,17
6/17/2018,93.6,74,19.63,2018,6,17
6/18/2018,93.6,74,19.6,2018,6,18
6/19/2018,93.4,74,19.47,2018,6,19
6/2/2018,154.3,152,2.39,2018,6,2
6/2/2018,93.1,74,19.16,2018,6,2
6/20/2018,90.7,74,16.71,2018,6,20
6/21/2018,92.8,74,18.81,2018,6,21
6/22/2018,93.5,74,19.55,2018,6,22
6/23/2018,93.9,74,19.89,2018,6,23
6/24/2018,95.7,74,21.69,2018,6,24
6/25/2018,155.3,152.6,2.67,2018,6,25
6/25/2018,96.5,74,22.48,2018,6,25
6/26/2018,155.3,152,3.32,2018,6,26
6/26/2018,96.4,74,22.4,2018,6,26
6/27/2018,155.6,151.7,3.91,2018,6,27
6/27/2018,96.2,74,22.25,2018,6,27
6/28/2018,155.8,151.4,4.37,2018,6,28
6/28/2018,96.6,74,22.63,2018,6,28
6/29/2018,155.9,151.2,4.69,2018,6,29
6/29/2018,96.5,74,22.53,2018,6,29
6/3/2018,154.6,152,2.65,2018,6,3
6/3/2018,95,74,21.06,2018,6,3
6/30/2018,156,151.2,4.75,2018,6,30
6/30/2018,96.2,74,22.24,2018,6,30
6/4/2018,87.8,74,13.79,2018,6,4
6/5/2018,93.6,74,19.6,2018,6,5
6/6/2018,93,74,19.01,2018,6,6
6/7/2018,92.9,74,18.89,2018,6,7
6/8/2018,92.9,74,18.9,2018,6,8
6/9/2018,153.6,152.9,0.7,2018,6,9
6/9/2018,94.3,74,20.32,2018,6,9
7/1/2018,156,151.2,4.77,2018,7,1
7/1/2018,96.3,74,22.29,2018,7,1
7/10/2018,56.5,54.6,1.92,2018,7,10
7/10/2018,96.7,63.4,33.36,2018,7,10
7/11/2018,57,54.5,2.43,2018,7,11
7/11/2018,96.4,62.8,33.54,2018,7,11
7/12/2018,56.8,54.5,2.26,2018,7,12
7/12/2018,61.1,60.4,0.74,2018,7,12
7/12/2018,96.4,62.9,33.52,2018,7,12
7/13/2018,56.7,54.5,2.23,2018,7,13
7/13/2018,61.1,60.4,0.74,2018,7,13
7/13/2018,96.3,63.4,32.92,2018,7,13
7/14/2018,56.5,54.5,2.03,2018,7,14
7/14/2018,60.6,60.4,0.19,2018,7,14
7/14/2018,96,63.4,32.6,2018,7,14
7/15/2018,57,54.5,2.46,2018,7,15
7/15/2018,61.1,60.4,0.74,2018,7,15
7/15/2018,83.5,63.4,20.18,2018,7,15
7/16/2018,83.9,63.9,19.97,2018,7,16
7/17/2018,71.9,63.8,8.08,2018,7,17
7/18/2018,56.1,54.7,1.44,2018,7,18
7/19/2018,153.6,152.7,0.84,2018,7,19
7/19/2018,84.8,63.8,20.98,2018,7,19
7/2/2018,155.6,151.2,4.35,2018,7,2
7/2/2018,96.4,73.9,22.45,2018,7,2
7/20/2018,155.9,152.4,3.47,2018,7,20
7/20/2018,56,54.9,1.08,2018,7,20
7/20/2018,85,63.7,21.32,2018,7,20
7/21/2018,154.8,152.1,2.7,2018,7,21
7/21/2018,56.3,54.8,1.52,2018,7,21
7/21/2018,85.8,63.7,22.09,2018,7,21
7/22/2018,154.9,152,2.88,2018,7,22
7/22/2018,56.5,54.7,1.73,2018,7,22
7/22/2018,60.5,60.5,0.05,2018,7,22
7/22/2018,91.4,63.4,27.98,2018,7,22
7/23/2018,155,151.7,3.31,2018,7,23
7/23/2018,56.5,54.6,1.9,2018,7,23
7/23/2018,60.6,60.5,0.18,2018,7,23
7/23/2018,91.5,63.4,28.11,2018,7,23
7/24/2018,155.2,152.4,2.71,2018,7,24
7/24/2018,56.8,54.6,2.22,2018,7,24
7/24/2018,60.8,60.5,0.36,2018,7,24
7/24/2018,91.5,63.4,28.19,2018,7,24
7/25/2018,134.1,133.3,0.79,2018,7,25
7/25/2018,155,152.5,2.5,2018,7,25
7/25/2018,56.7,54.6,2.09,2018,7,25
7/25/2018,60.7,60.4,0.36,2018,7,25
7/25/2018,91.9,63.4,28.57,2018,7,25
7/26/2018,134,133.2,0.77,2018,7,26
7/26/2018,56.5,54.5,1.9,2018,7,26
7/26/2018,91.7,63.4,28.34,2018,7,26
7/27/2018,56,54.5,1.46,2018,7,27
7/27/2018,68.3,63.4,4.99,2018,7,27
7/3/2018,155.9,152.5,3.38,2018,7,3
7/3/2018,97,73.8,23.13,2018,7,3
7/4/2018,155.9,152.4,3.47,2018,7,4
7/4/2018,64.4,64.1,0.3,2018,7,4
7/4/2018,96.7,73.8,22.9,2018,7,4
7/5/2018,156,152.4,3.56,2018,7,5
7/5/2018,64.6,63.4,1.23,2018,7,5
7/5/2018,97,73.8,23.1,2018,7,5
7/6/2018,155.6,152.4,3.12,2018,7,6
7/6/2018,63.7,63.4,0.3,2018,7,6
7/6/2018,97.2,73.8,23.33,2018,7,6
7/7/2018,67.2,63.4,3.78,2018,7,7
7/7/2018,97.1,73.8,23.25,2018,7,7
7/8/2018,68,62.9,5.1,2018,7,8
7/8/2018,97.5,73.8,23.72,2018,7,8
7/9/2018,69.2,62.8,6.31,2018,7,9
7/9/2018,97.2,70.3,26.89,2018,7,9
8/10/2018,91.9,74,17.93,2018,8,10
8/11/2018,93.3,74,19.37,2018,8,11
8/12/2018,89.3,74,15.35,2018,8,12
8/13/2018,90.7,74,16.73,2018,8,13
8/14/2018,84.3,74,10.28,2018,8,14
8/17/2018,91.6,74,17.63,2018,8,17
8/18/2018,90.2,74,16.23,2018,8,18
8/19/2018,92.2,74,18.17,2018,8,19
8/20/2018,93.3,74,19.37,2018,8,20
8/21/2018,94.6,74,20.62,2018,8,21
8/22/2018,90.5,74,16.57,2018,8,22
8/3/2018,81.4,77,4.33,2018,8,3
8/4/2018,88.2,75.6,12.66,2018,8,4
8/5/2018,85.3,74,11.37,2018,8,5
8/6/2018,86.4,74,12.44,2018,8,6
8/7/2018,89.1,74,15.08,2018,8,7
8/8/2018,91.8,74,17.77,2018,8,8
8/9/2018,155.1,152.7,2.44,2018,8,9
8/9/2018,92.5,74,18.47,2018,8,9
9/1/2018,81.7,77.8,3.87,2018,9,1
9/10/2018,154.6,152.4,2.1,2018,9,10
9/11/2018,154.5,152.4,2.05,2018,9,11
9/11/2018,80.7,73.9,6.85,2018,9,11
9/12/2018,154.5,152.4,2.09,2018,9,12
9/12/2018,81.8,73.9,7.89,2018,9,12
9/13/2018,154.4,152.4,2,2018,9,13
9/13/2018,83.3,73.9,9.45,2018,9,13
9/14/2018,154.4,152.4,2,2018,9,14
9/14/2018,83.7,73.9,9.81,2018,9,14
9/15/2018,155,152.4,2.55,2018,9,15
9/15/2018,84.7,73.9,10.82,2018,9,15
9/16/2018,155.1,152.4,2.63,2018,9,16
9/16/2018,85.5,73.9,11.61,2018,9,16
9/17/2018,158.1,152.4,5.68,2018,9,17
9/17/2018,86.4,73.9,12.57,2018,9,17
9/18/2018,157.7,151.5,6.2,2018,9,18
9/18/2018,87.8,73.9,13.95,2018,9,18
9/19/2018,157.7,151.7,6.02,2018,9,19
9/19/2018,92.1,73.9,18.28,2018,9,19
9/20/2018,157.3,151.5,5.83,2018,9,20
9/20/2018,91.8,73.9,17.97,2018,9,20
9/21/2018,157.3,152.4,4.86,2018,9,21
9/21/2018,84.8,73.9,10.96,2018,9,21
9/22/2018,155.1,152.4,2.65,2018,9,22
9/22/2018,84.3,73.9,10.4,2018,9,22
9/23/2018,157.2,152.4,4.77,2018,9,23
9/23/2018,84,73.9,10.11,2018,9,23
9/24/2018,157.2,152.4,4.73,2018,9,24
9/24/2018,84.5,73.9,10.61,2018,9,24
9/25/2018,157.3,152.4,4.86,2018,9,25
9/25/2018,85.7,73.9,11.88,2018,9,25
9/26/2018,157,152.4,4.56,2018,9,26
9/26/2018,84.9,73.9,11.07,2018,9,26
9/27/2018,157.2,152.4,4.77,2018,9,27
9/27/2018,84.7,73.9,10.86,2018,9,27
9/28/2018,156.8,152.4,4.32,2018,9,28
9/28/2018,84.9,73.9,11.07,2018,9,28
9/29/2018,157,151.7,5.26,2018,9,29
9/29/2018,85.3,73.9,11.41,2018,9,29
9/3/2018,84.7,74.7,10.05,2018,9,3
9/30/2018,157.8,152.4,5.3,2018,9,30
9/30/2018,85.9,73.9,12.06,2018,9,30
9/4/2018,86,73.9,12.13,2018,9,4
9/5/2018,152.8,152.8,0.01,2018,9,5
9/5/2018,83.7,73.9,9.85,2018,9,5
9/6/2018,154.7,152.4,2.25,2018,9,6
9/7/2018,157.3,152.4,4.92,2018,9,7
9/8/2018,157.2,152.4,4.8,2018,9,8
9/9/2018,154.8,152.4,2.4,2018,9,9
